"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-22-БЕЖ;220х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012673;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-22-БЕЖ Бежевая Простынь ткань Сатин однотонный 214х220";9;748;http://alvitek.com.ru/upload/iblock/cfe/cfe6f2328ba3109a55a2a9641e4c51a6.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Простыня;;"AlViTek (АльВиТек)";Россия;Люкс;ПР-СО-22-ГОЛ;220х214;;;;;;Обычная;;;;;;;;Сатин;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;;;;4607048012680;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПР-СО-22-ГОЛ Голубая Простынь ткань Сатин однотонный 214х220";9;748;http://alvitek.com.ru/upload/iblock/d70/d707bc4ebd86d48f64f299d42d1465fb.jpeg;"ткань- сатин (хлопок 100%), бирка, постер, пакет"
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-БЕЖ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017456;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-БЕЖ Бежевый пододеяльник Сатин однотонный 145х215";5;909;http://alvitek.com.ru/upload/iblock/e2f/e2ff7fa6a0bffd7e16ed0b747471b789.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-БЕЛ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017463;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-БЕЛ Белый пододеяльник Сатин однотонный 145х215";5;909;http://alvitek.com.ru/upload/iblock/be9/be96147cd2f523f11d237bcd28afa838.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-ГОЛ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017470;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-ГОЛ Голубой пододеяльник Сатин однотонный 145х215";4;909;http://alvitek.com.ru/upload/iblock/714/714ac552d93a4bb24b2b7ea46456c0ca.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-КОБ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017494;;Кобальт;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-КОБ Кобальт пододеяльник Сатин однотонный 145х215";9;909;http://alvitek.com.ru/upload/iblock/78b/78b6384604b2dc04e8f24d1b0236b59e.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-РОЗ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017722;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-РОЗ Розовый пододеяльник Сатин однотонный 145х215";8;909;http://alvitek.com.ru/upload/iblock/894/8940da72522e3cb22b577941db460df0.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-САЛ;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017517;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-САЛ Салатовый пододеяльник Сатин однотонный 145х215";6;909;http://alvitek.com.ru/upload/iblock/b68/b68a363d69a6e42396d8d0b1c423bf1c.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-15-ШОК;;;;;145х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017531;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-15-ШОК Шоколадный пододеяльник Сатин однотонный 145х215";2;909;http://alvitek.com.ru/upload/iblock/572/572f459bbcdf98d72bdbeff01736fc4a.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-БЕЛ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017555;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-БЕЛ Белый пододеяльник Сатин однотонный 175х215";6;1084;http://alvitek.com.ru/upload/iblock/e91/e9100224f2e703abff0a7da247dea4e8.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-БЕЖ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017548;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-БЕЖ Бежевый пододеяльник Сатин однотонный 175х215";8;1084;http://alvitek.com.ru/upload/iblock/560/560b66f7159b1a7d1f7ca69d0a4dfcfe.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-ГОЛ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017562;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-ГОЛ Голубой пододеяльник Сатин однотонный 175х215";7;1084;http://alvitek.com.ru/upload/iblock/b61/b616a8e7095caaed3ad73306cd8e334e.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-ЖСЕР;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017579;;Жемчужносерый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-ЖСЕР Жемчужносерый пододеяльник Сатин однотонный 175х215";4;1084;http://alvitek.com.ru/upload/iblock/f5a/f5aa3256687540851c963c3836683d23.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-КОБ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017586;;Кобальт;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-КОБ Кобальт пододеяльник Сатин однотонный 175х215";10;1084;http://alvitek.com.ru/upload/iblock/833/8335d99836e86170aee012241f3279e5.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-РОЗ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017593;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-РОЗ Розовый пододеяльник Сатин однотонный 175х215";4;1084;http://alvitek.com.ru/upload/iblock/1ab/1ab0682e13d6fefa74b283b3e39352e5.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-САЛ;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017609;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-САЛ Салатовый пододеяльник Сатин однотонный 175х215";7;1084;http://alvitek.com.ru/upload/iblock/0d6/0d685040d467dc049c755a8953b535c4.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-20-ШОК;;;;;175х215;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017623;;Шоколадный;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-20-ШОК Шоколадный пододеяльник Сатин однотонный 175х215";4;1084;http://alvitek.com.ru/upload/iblock/93c/93cdb8cdca760ca05923dec37e5845e1.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-22-БЕЛ;;;;;200х220;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017647;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-22-БЕЛ Белый пододеяльник Сатин однотонный 200х220";2;1357;http://alvitek.com.ru/upload/iblock/9e4/9e472088a33b9d5aaeec9d62b5a03e4b.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-22-БЕЖ;;;;;200х220;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017630;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-22-БЕЖ Бежевый пододеяльник Сатин однотонный 200х220";3;1357;http://alvitek.com.ru/upload/iblock/39d/39dafd27aeb8560b58be730eecf033b3.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-22-ГОЛ;;;;;200х220;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017654;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-22-ГОЛ Голубой пододеяльник Сатин однотонный 200х220";2;1357;http://alvitek.com.ru/upload/iblock/f8c/f8c0bf6ea2ba6ecdd72af812aca4b08b.jpeg;
Пододеяльник;;"AlViTek (АльВиТек)";Россия;Стандарт;ПОД-СО-22-ЖСЕР;;;;;200х220;;;;;;;;;;Сатин;"100% хлопок";;;Молния;;;;"Прямоугольная ПВХ";;;;;4607048017661;;Жемчужносерый;;;"Тональность изделия может отличаться от фото";;;;;"ПОД-СО-22-ЖСЕР Жемчужносерый пододеяльник Сатин однотонный 200х220";2;1357;http://alvitek.com.ru/upload/iblock/2da/2dad9e5a2910a760a624bbbe0fefccc8.jpeg;
Одеяло;Модерато;"AlViTek (АльВиТек)";Россия;Люкс;МС-О-20;172х205;Легкое;;;;;;;"Овечья шерсть Меринос,пэ";;;"200 гр/кв.м";;;"Сатин жаккард";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048003527;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"МС-О-20  Одеяло ""Модерато"" 172х205 легкое";24;1683;http://alvitek.com.ru/upload/iblock/544/5444ab2d31a40b1660e894959d519f41.jpeg;"одеяло с наполнителем из овечьей шерсти меринос 200 г/кв.м, чехол (хлопок 100%)- ткань сатин-жаккард бежевый , окантовка - косая бейка, уголок, бирка, флажок, постер, в чемодане"
Наматрасник;Холкон;"AlViTek (АльВиТек)";Россия;;МХУ-9-070;70х200;;Упругая;;;;;"9 см";Холкон;;;"1800 гр/кв.м";;;Полисатин;"100%  пэ";Молния;;;;;Кант;Пакет;;;;;4607047010700;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"МХУ-9-070 Матрас ""Холкон"" 70х200х9";6;970;http://alvitek.com.ru/upload/iblock/d0a/d0aa92b7c75e1d901eecb8c3ef009ea4.jpeg;"матрас Холлкон, чехол на молнии, стежка - ""Ультрастеп"" (ткань - ПЭ,синтепон 100 г/кв.м) , наполнитель - Холкон 1400, высота - 9см, бирка, упаковка - пленка ПЭ"
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-22-Элиза;Евро;;;"70х70 (2шт.)";205х220;220х240;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925534305;;;;;"Тональность изделия может отличаться от фото";;;;;"Элиза КПБ евро (5) ""Экзотика"" Поплин";2;1169;http://alvitek.com.ru/upload/iblock/d77/d77f7d1029e0c8fc31e92cde11b91ebb.jpeg;"Комплект постельного белья ""Экзотика"", 100 % хлопок - БЯЗЬ импортная"
"Набор полотенец";;MERZUKA;Турция;;9724-пудра;50х80+70х130;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541945;;;;;"Тональность изделия может отличаться от фото";;;;;"Пудра HIBISCUS арт.9724  (50х80+70х130 ) в коробке Набор полотенец  MERZUKA";4;674;http://alvitek.com.ru/upload/iblock/8b8/8b8618e3f0ef753b1918f6d4f7255c1b.jpeg;
"Набор полотенец";;MERZUKA;Турция;;9724-розовый;50х80+70х130;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;Коробка;;"2 шт.";;;2000925541952;;;;;"Тональность изделия может отличаться от фото";;;;;"Розовый HIBISCUS арт.9724  (50х80+70х130 ) в коробке Набор полотенец  MERZUKA";2;674;http://alvitek.com.ru/upload/iblock/040/0408138a4b998264977ae5b42003d6f1.jpeg;
