"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
Наматрасник;Холфит;"AlViTek (АльВиТек)";Россия;;НФ-220;200х220;;;;;;;;Холфит-пласт;;;"200 гр/кв.м";;;Полисатин;"100%  пэ";;;;Резинка;"Многоигольная машина";"Бейка ПЭ";"Пакет с ручкой";;;;;4607048003930;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"НФ-220  Наматрасник с резинкой ""Холфит-Традиция"" 220х200";5;662;http://alvitek.com.ru/upload/iblock/e97/e9750e9aa8a55c651a89ddc1cb1bd987.jpeg;"наматрасник на резинке с наполнителем - ""Холфит-пласт"" (полое силиконизированное волокно 200 г./кв.м), чехол - ткань 100% ПЭ, окантовка- бейка ПЭ, бирка, постер, в чемодане"
"Комплект постельного белья";;CLEO;;;CLEO-семья-SK-41/318;"Семейное (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925509419;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-41/318 КПБ Семья Сатин печатный ( 70х70х2 шт+50х70х2шт ) в коробке CLEO";1;3178;http://alvitek.com.ru/upload/iblock/b39/b39399c7cf1ae64b77024a0db52d7121.jpeg;
"Комплект постельного белья";;CLEO;;;CLEO-семья-SK-41/324;"Семейное (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925509464;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-41/324 КПБ Семья Сатин печатный ( 70х70х2 шт+50х70х2шт ) в коробке CLEO";1;3178;http://alvitek.com.ru/upload/iblock/5ff/5ff006c02fe134d2a3c1337c24760faa.jpeg;
"Комплект постельного белья";;CLEO;;;CLEO-семья-SK-41/333;"Семейное (2 пододеяльника)";;;"50х70 (2шт.)+70х70 (2шт.)";150х210-2шт.;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;Коробка;;;;;2000925509501;;;;;"Тональность изделия может отличаться от фото";;;;;"SK-41/333 КПБ Семья Сатин печатный ( 70х70х2 шт+50х70х2шт ) в коробке CLEO";1;3178;http://alvitek.com.ru/upload/iblock/515/51538c389aa8c929f10d21acff26d612.jpeg;
Подушка;Эвкалипт;"AlViTek (АльВиТек)";Россия;Стандарт;ПМЭ-050;50х68;;Средняя;;;;;;;"Эвкалиптовое волокно,пэ";"Искуственный ""Лебяжий пух""";;"100 гр/кв.м";"0,65 кг";Микрофибра;"100%  пэ";;;;;"Многоигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008782;;Тиффани;;;"Тональность изделия может отличаться от фото";;1кг;;;"ПМЭ-050 Подушка ""Эвкалипт-Эко"" 50х68";35;364;http://alvitek.com.ru/upload/iblock/5af/5afb5b06d714a54837b3a82e9484af38.jpeg;"подушка: стеганный чехол (наполнитель эвкалиптовое волокно 100 г/кв.м, ткань - микрофибра), наполнитель ""Лебяжий пух"" ( 0,8 кг высокосиликонизированное микроволокно), кант атласный, бирка, постер, в сумке"
Подушка;Эвкалипт;"AlViTek (АльВиТек)";Россия;Стандарт;ПМЭ-070;68х68;;Средняя;;;;;;;"Эвкалиптовое волокно,пэ";"Искуственный ""Лебяжий пух""";;"100 гр/кв.м";"0,8 кг";Микрофибра;"100%  пэ";;;;;"Многоигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008799;;Тиффани;;;"Тональность изделия может отличаться от фото";;1,2кг;;;"ПМЭ-070 Подушка ""Эвкалипт-Эко"" 68х68";9;425;http://alvitek.com.ru/upload/iblock/4c2/4c2e98b11ed01a3eaa0d797e8b9cc01c.jpeg;"подушка: стеганный чехол (наполнитель эвкалиптовое волокно 100 г/кв.м, ткань - микрофибра), наполнитель ""Лебяжий пух"" ( 1кг высокосиликонизированное микроволокно), кант атласный, бирка, постер, в сумке"
Одеяло;Дольче;"AlViTek (АльВиТек)";Россия;Стандарт;ОП-Э-15;140х205;Теплое;;;;;;;"90% пуха 10% пера, категория ""Экстра""";;;"0,85 кг";;;Тик;"100% хлопок";;;;;"Касетная стежка";"Кант атласный";"Сумка оригинальная";;;;;4607048005705;;"Голубой с перьями";;;"Тональность изделия может отличаться от фото";;;;;"ОП-Э-15 Одеяло ""Дольче"" 140х205";6;3805;http://alvitek.com.ru/upload/iblock/cad/cad4bc289fb36bd1d68444df7702dc25.jpeg;"одеяло с наполнителем из 100% гусиного пуха (категории Экстра, 0,85кг), чехол касетный - ткань пуходержащий тик(хлопок 100%), кант, бирка, флажок, постер, в чемодане"
Одеяло;Дольче;"AlViTek (АльВиТек)";Россия;Стандарт;ОП-Э-22;200х220;Теплое;;;;;;;"90% пуха 10% пера, категория ""Экстра""";;;"1,3 кг";;;Тик;"100% хлопок";;;;;"Касетная стежка";"Кант атласный";"Сумка оригинальная";;;;;4607048005729;;"Голубой с перьями";;;"Тональность изделия может отличаться от фото";;;;;"ОП-Э-22 Одеяло ""Дольче"" 200х220";7;5346;http://alvitek.com.ru/upload/iblock/14c/14c270667aa3ba81d10bf5bb3b7ba66f.jpeg;"одеяло с наполнителем из 100% гусиного пуха (категории Экстра, 1,3кг), чехол касетный - ткань пуходержащий тик(хлопок 100%), кант, бирка, флажок, постер, в чемодане"
"Комплект постельного белья";;Арлет;;;ARLET-CD432-6;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000925555539;;;;;"Тональность изделия может отличаться от фото";;;;;"CD432-6 КПБ Евро Сатин печатный нав-ки ( 70х70х2 шт+50х70х2шт ) ARLET";2;1812;http://alvitek.com.ru/upload/iblock/005/0054ec8e784f6c23db4f2d8ca65baff7.jpeg;
"Комплект постельного белья";;Арлет;;;ARLET-CD431-6;Евро;;;"50х70 (2шт.)+70х70 (2шт.)";200х220;230х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000925555522;;;;;"Тональность изделия может отличаться от фото";;;;;"CD431-6 КПБ Евро Сатин печатный нав-ки ( 70х70х2 шт+50х70х2шт ) ARLET";1;1812;http://alvitek.com.ru/upload/iblock/0c5/0c5a9656f3ba5f37f4624ba7dbd28f75.jpeg;
Одеяло;Хлопок;"AlViTek (АльВиТек)";Россия;Традиция;ОВПЭ-15;140х205;Теплое;;;;;;;Хлопок,пэ;;;"700 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Одноигольная машина";;"Пакет с ручкой";;;;;4607048006054;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ОВПЭ-15 Одеяло  ""Ватное"" 140х205 ткань ПЭ";17;722;http://alvitek.com.ru/upload/iblock/f1b/f1bd4654457a0e0907481d205cf80a28.jpeg;"одеяло с наполнителем - хлопковое волокно 700 г/кв.м, чехол-ПЭ, бирка, постер, в пакете с ручкой"
Одеяло;Хлопок;"AlViTek (АльВиТек)";Россия;Традиция;ОВПЭ-20;172х205;Теплое;;;;;;;Хлопок,пэ;;;"700 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Одноигольная машина";;"Пакет с ручкой";;;;;4607048006061;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ОВПЭ-20 Одеяло  ""Ватное"" 172х205 ткань ПЭ";10;853;http://alvitek.com.ru/upload/iblock/d4c/d4c5b112551dace1220f46819cb4bbc0.jpeg;"одеяло с наполнителем - хлопковое волокно 700 г/кв.м, чехол-ПЭ, бирка, постер, в пакете с ручкой"
Одеяло;Гоби;"AlViTek (АльВиТек)";Россия;Премиум;ОВП-В-20;172х205;Средняя;;;;;;;"Верблюжий пух,пэ";;;"300 гр/кв.м";;;"Сатин пуходержащий";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011126;;Золотисто-песочный;;;"Тональность изделия может отличаться от фото";;;;;"ОВП-В-20  Одеяло ""ГОБИ"" 172х205 всесезонное";4;3897;http://alvitek.com.ru/upload/iblock/5b6/5b66b71f1b05cd095815a2250fa3d0dd.jpeg;"одеяло с наполнителем из верблюжьего пуха 300 г/кв.м,  чехол (хлопок 100%)- ткань пуходержащий сатин (шоколадный) , окантовка-косая бейка, бирка, флажок, постер, в чемодане"
Одеяло;Гоби;"AlViTek (АльВиТек)";Россия;Премиум;ОВП-В-22;200х220;Средняя;;;;;;;"Верблюжий пух,пэ";;;"300 гр/кв.м";;;"Сатин пуходержащий";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011133;;Золотисто-песочный;;;"Тональность изделия может отличаться от фото";;;;;"ОВП-В-22  Одеяло ""ГОБИ"" 200х220 всесезонное";3;4884;http://alvitek.com.ru/upload/iblock/64f/64f6cb00902154131518d2e98a6ac683.jpeg;"одеяло с наполнителем из верблюжьего пуха 200 г/кв.м,  чехол (хлопок 100%)- ткань пуходержащий сатин (шоколадный) , окантовка-косая бейка, бирка, флажок, постер, в чемодане"
Одеяло;Кашемир;"AlViTek (АльВиТек)";Россия;Премиум;ОСК-В-15;140х205;Средняя;;;;;;;"Пух горной козы,пэ";;;"300 гр/кв.м";;;"Сатин пуходержащий";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011140;;Молочный;;;"Тональность изделия может отличаться от фото";;;;;"ОСК-В-15 Одеяло ""Кашемир"" 140х205 всесезонное";5;1967;http://alvitek.com.ru/upload/iblock/af4/af4511b4721da93c0739da5edb6263bb.jpeg;"одеяло с наполнителем из пуха горных коз 300 г/кв.м, чехол (хлопок 100%)- ткань пуходержащий сатин (слоновая кость) , косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Кашемир;"AlViTek (АльВиТек)";Россия;Премиум;ОСК-В-20;172х205;Средняя;;;;;;;"Пух горной козы,пэ";;;"300 гр/кв.м";;;"Сатин пуходержащий";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011157;;Молочный;;;"Тональность изделия может отличаться от фото";;;;;"ОСК-В-20 Одеяло ""Кашемир"" 172х205 всесезонное";9;2370;http://alvitek.com.ru/upload/iblock/8be/8be5196390008f7b19883c2164037de9.jpeg;"одеяло с наполнителем из пуха горных коз 300 г/кв.м, чехол (хлопок 100%)- ткань пуходержащий сатин (слоновая кость) , косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Кашемир;"AlViTek (АльВиТек)";Россия;Премиум;ОСК-В-22;200х220;Средняя;;;;;;;"Пух горной козы,пэ";;;"300 гр/кв.м";;;"Сатин пуходержащий";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011164;;Молочный;;;"Тональность изделия может отличаться от фото";;;;;"ОСК-В-22 Одеяло ""Кашемир"" 200х220 всесезонное";5;2940;http://alvitek.com.ru/upload/iblock/3ef/3ef4cfe5593d052dc280bbd96d944d78.jpeg;"одеяло с наполнителем из пуха горных коз 200 г/кв.м, чехол (хлопок 100%)- ткань пуходержащий сатин (слоновая кость) , косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Лен;"AlViTek (АльВиТек)";Россия;Люкс;ОЛ-В-15;140х205;Средняя;;;;;;;"Льняное волокно,пэ";;;"300 гр/кв.м";;;Полулен;"50% лен/50% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011171;;Льняной;;;"Тональность изделия может отличаться от фото";;;;;"ОЛ-В-15  Одеяло ""ЛЁН"" 140х205 всесезонное";7;1636;http://alvitek.com.ru/upload/iblock/5d3/5d360965f3cf4fd9bed905cee9541769.jpeg;"одеяло с наполнителем из льняного волокна 300 г/кв.м, чехол (лен 50%, хлопок 50%)- ткань полулен (цвет натуральног льна) , косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Лен;"AlViTek (АльВиТек)";Россия;Люкс;ОЛ-В-20;172х205;Средняя;;;;;;;"Льняное волокно,пэ";;;"300 гр/кв.м";;;Полулен;"50% лен/50% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011188;;Льняной;;;"Тональность изделия может отличаться от фото";;;;;"ОЛ-В-20  Одеяло ""ЛЁН"" 172х205 всесезонное";18;1967;http://alvitek.com.ru/upload/iblock/d2a/d2a6710aa41d83f9446efcedc2144a13.jpeg;"одеяло с наполнителем из льняного волокна 300 г/кв.м, чехол (лен 50%, хлопок 50%)- ткань полулен (цвет натуральног льна) , косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Лен;"AlViTek (АльВиТек)";Россия;Люкс;ОЛ-В-22;200х220;Средняя;;;;;;;"Льняное волокно,пэ";;;"300 гр/кв.м";;;Полулен;"50% лен/50% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011195;;Льняной;;;"Тональность изделия может отличаться от фото";;;;;"ОЛ-В-22  Одеяло ""ЛЁН"" 200х220 всесезонное";2;2433;http://alvitek.com.ru/upload/iblock/186/186a8ddfbca51a056321c63b8b00dbb3.jpeg;"одеяло с наполнителем из льняного волокна 300 г/кв.м, чехол (лен 50%, хлопок 50%)- ткань полулен (цвет натуральног льна) , косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Модерато;"AlViTek (АльВиТек)";Россия;Люкс;МС-В-15;140х205;Средняя;;;;;;;"Овечья шерсть Меринос,пэ";;;"300 гр/кв.м";;;"Сатин жаккард";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011201;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"МС-В-15  Одеяло ""Модерато""140х205 всесезонное";22;1462;http://alvitek.com.ru/upload/iblock/6e8/6e8c39674ec51a31ed46ae5de7849bb0.jpeg;"одеяло с наполнителем из овечьей шерсти меринос 300 г/кв.м, чехол (хлопок 100%)- ткань сатин-жаккард бежевый , окантовка - косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Модерато;"AlViTek (АльВиТек)";Россия;Люкс;МС-В-20;172х205;Средняя;;;;;;;"Овечья шерсть Меринос,пэ";;;"300 гр/кв.м";;;"Сатин жаккард";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011218;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"МС-В-20  Одеяло ""Модерато"" 172х205 всесезонное";12;1758;http://alvitek.com.ru/upload/iblock/18c/18c62b64c5d2db4b1d6c4f9af4c271a5.jpeg;"одеяло с наполнителем из овечьей шерсти меринос 300 г/кв.м, чехол (хлопок 100%)- ткань сатин-жаккард бежевый , окантовка - косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Модерато;"AlViTek (АльВиТек)";Россия;Люкс;МС-В-22;200х220;Средняя;;;;;;;"Овечья шерсть Меринос,пэ";;;"300 гр/кв.м";;;"Сатин жаккард";"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011225;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"МС-В-22  Одеяло ""Модерато"" 200х220 всесезонное";16;2176;http://alvitek.com.ru/upload/iblock/07b/07b15b9593775d330fcdbd6ff59adb71.jpeg;"одеяло с наполнителем из овечьей шерсти меринос 300 г/кв.м, чехол (хлопок 100%)- ткань сатин-жаккард бежевый , окантовка - косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;"Овечья шерсть";"AlViTek (АльВиТек)";Россия;Традиция;ШБ-В-15;140х205;Средняя;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011232;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ШБ-В-15  Одеяло 140х205 всесезонное";19;623;http://alvitek.com.ru/upload/iblock/61d/61d4571e66e5b0ac0eece80f0f524c8e.jpeg;"одеяло с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань смесовая, окантовка-косая бейка, бирка, постер, в чемодане"
Одеяло;"Овечья шерсть";"AlViTek (АльВиТек)";Россия;Традиция;ШБ-В-20;172х205;Средняя;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011249;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ШБ-В-20  Одеяло 172х205 всесезонное";17;744;http://alvitek.com.ru/upload/iblock/fbb/fbb5008a9c45450aaff1bc80530ab130.jpeg;"одеяло с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань смесовая, окантовка-косая бейка, бирка, постер, в чемодане"
Одеяло;"Овечья шерсть";"AlViTek (АльВиТек)";Россия;Традиция;ШБ-В-22;200х220;Средняя;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011256;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ШБ-В-22  Одеяло 200х220 всесезонное";16;917;http://alvitek.com.ru/upload/iblock/9b8/9b86c8807dbf1929ac43464982e0b16c.jpeg;"одеяло с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань смесовая, окантовка-косая бейка, бирка, постер, в чемодане"
Одеяло;Сахара;"AlViTek (АльВиТек)";Россия;Люкс;ОВШ-В-20;172х205;Средняя;;;;;;;"Верблюжья шерсть,пэ";;;"300 гр/кв.м";;;Тик;"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011270;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"ОВШ-В-20  Одеяло ""САХАРА"" 172х205 всесезонное";6;2035;http://alvitek.com.ru/upload/iblock/ba3/ba33cebd882d0f7c47cf42c2c367e67a.jpeg;"одеяло с наполнителем из верблюжьей шерсти 300 г/кв.м, чехол (100% хлопок) - ткань тик пуходержащий, окантовка-косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Сахара;"AlViTek (АльВиТек)";Россия;Люкс;ОВШ-В-22;200х220;Средняя;;;;;;;"Верблюжья шерсть,пэ";;;"300 гр/кв.м";;;Тик;"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011287;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"ОВШ-В-22  Одеяло ""САХАРА"" 200х220 всесезонное";8;2528;http://alvitek.com.ru/upload/iblock/5c8/5c86f54fcfa551eeb6cdd4dbd9cc413a.jpeg;"одеяло с наполнителем из верблюжьей шерсти 300 г/кв.м, чехол (100% хлопок) - ткань тик пуходержащий, окантовка-косая бейка, уголок, бирка, флажок, постер, в чемодане"
Одеяло;Шелк-нано;"AlViTek (АльВиТек)";Россия;Люкс;ОШН-В-15;140х205;Средняя;;;;;;;"Шелк искуственный";;;"300 гр/кв.м";;;Модал-сатин;"50% модал/50% полиэстр";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011294;;Молочный;;;"Тональность изделия может отличаться от фото";;;;;"ОШН-В-15  Одеяло ""Шелк-нано"" 140х205 всесезонное";1;1931;http://alvitek.com.ru/upload/iblock/585/58523210ac8274297e2dd875876b2127.jpeg;"одеяло с наполнителем из искуственного шелка(высокосиликонизированное полиэфирное микроволокно) 300 г/кв.м, чехол  - модал-сатин, косая бейка, уголок, бирка, флажок, постер, в сумке"
Одеяло;Шелк-нано;"AlViTek (АльВиТек)";Россия;Люкс;ОШН-В-20;172х205;Средняя;;;;;;;"Шелк искуственный";;;"300 гр/кв.м";;;Модал-сатин;"50% модал/50% полиэстр";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048011300;;Молочный;;;"Тональность изделия может отличаться от фото";;;;;"ОШН-В-20  Одеяло ""Шелк-нано"" 172х205 всесезонное";5;2325;http://alvitek.com.ru/upload/iblock/82d/82dc3b4f34da4f6daba34aead00524e7.jpeg;"одеяло с наполнителем из искуственного шелка(высокосиликонизированное полиэфирное микроволокно) 300 г/кв.м, чехол  - модал-сатин, косая бейка, уголок, бирка, флажок, постер, в сумке"
